Coptic,English,File Path,Start Line,End Line
ⲁⲗⲗⲁ ⲉⲩϣⲁⲛϫⲟⲧⲕ ⲉⲥⲁϩⲧⲉ ⲛⲁⲕ · ⲙⲟⲩⲧⲉ ⲉⲩⲉⲃⲓⲏⲛ ⲉϥϩⲓⲡⲧⲟⲟⲩ ⲛⲙⲙⲁⲕ ⲧⲁⲣⲉⲕ ϣⲟⲩϣⲟⲩ ϩⲱⲱⲕ · ⲙⲙⲟⲕ ϫⲉⲙⲡⲓⲟⲩⲱⲙ ⲙⲡⲁⲟⲉⲓⲕ ⲙⲁⲩⲁⲁⲧ ·,"But when thou art invited to warm thyself call some poor and miserable man who is with thee in the desert, [send him in thy stead], and thou shalt cause thyself to be praised, saying, 'I could not eat my bread by myself.'",coptic-treebank/coptic.treebank_CONLLU/psephrem.letter.conllu,1620,1669
ⲟⲩϣⲓ ⲅⲁⲣ ⲁⲛ ⲛϩⲏⲗⲏⲕⲓⲁ ⲡⲉⲧⲕⲏ ⲉϩⲣⲁⲓ ⲙⲡⲙⲟⲩ · ⲁⲗⲗⲁ ϣⲁϥϥⲓ ⲛϭⲟⲧ ⲛⲓⲙ · ⲉⲣⲉⲡⲣⲱⲙⲉ ⲅⲁⲣ ϣⲟⲟⲡ ⲛⲁϣ ⲛϩⲉ ·,"For age (or, stature) is no obstacle to death, and he carrieth away (people) of every age and condition.",pseudo-athanasius-discourses/pseudo.athanasius.discourses_CONLLU/soul_body.conllu,4395,4435
ⲡⲉϫⲁϥ ⲛⲁⲓ ϫⲉⲙⲛⲗⲁⲁⲩ ⲙⲡⲁϩⲟⲩⲛ ⲛⲥⲁⲡⲕⲁⲕⲉ ⲙⲛⲛⲕⲟⲗⲁⲥⲓⲥ ⲉⲣⲉⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲛϩⲏⲧⲟⲩ ·,There is nothing beyond me except darkness and the punishments which sinners are enduring.,life-cyrus/life.cyrus_CONLLU/life.cyrus.02.conllu,75,104
ⲕⲁⲁⲕ ⲕⲁϩⲏⲩ · ⲙⲡⲣⲙ ⲛⲁⲥ ⲙⲛⲛⲉϥϩⲃⲏⲩⲉ · ⲛⲅϯ ϩⲓⲱⲱⲕ ⲙⲡⲣⲙ ⲛⲃⲣⲣⲉ ·,"Strip thyself naked of the old man and his works, and do thou put on thyself the new man.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,8353,8384
ⲧⲟⲧⲉ ⲡⲇⲟⲩⲝ ⲁϥϯⲁⲡⲟⲫⲁⲥⲓⲥ ⲉⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲉⲧⲣⲉⲩϥⲓ ⲛⲧⲉϥⲁⲡⲉ ·,"Then the Duke passed the sentence of death upon Apa Victor, [and ordered his soldiers to] cut off his head.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.08.conllu,238,259
ϩⲉⲛⲕⲱⲧ ⲅⲁⲣ ⲧⲏⲣⲟⲩ ⲛⲉ ⲛⲧⲉⲧⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ ·,for they all are the rules of the profession of the monk.,coptic-treebank/coptic.treebank_CONLLU/psephrem.letter.conllu,1914,1926
ⲉⲧⲃⲉⲡⲁⲓ ϭⲉ ⲛⲉⲥⲛⲏⲩ ⲙⲁⲣⲛⲕⲧⲟⲛ ⲛⲧⲛⲙⲉⲧⲁⲛⲟⲉⲓ ⲉⲙⲡⲁⲧⲉⲡⲕⲁⲓⲣⲟⲥ ⲱϫⲛ ⲛⲧⲟⲟⲧ ⲛ . ⲁⲩⲱ ϩⲱⲥ ⲉⲣⲉⲡⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ⲛⲙⲙⲁⲛ ⲉⲧⲉⲛⲉⲥⲃⲟⲟⲩⲉ ⲛⲉ ⲛⲛⲉⲛⲉⲓⲟⲧⲉ .,"Therefore brothers let us turn around and repent while the opportunity is not yet lost for us, and while the light is still with us, which is the teachings of our fathers.",besa-letters/besa.letters_CONLLU/exhortations.conllu,424,468
ⲙⲛⲛⲥⲁⲛⲁⲓ ⲁϥϯⲡⲉϥⲟⲩⲟⲓ ϫⲉⲉϥⲛⲁⲃⲱⲕ · ⲁϥⲛⲟⲩϩⲉ ⲙⲡⲉϥⲝⲟⲩⲣ ⲉⲧϩⲙⲡⲉϥⲧⲏⲏⲃⲉ · ⲁϥⲧⲁⲁϥ ⲛⲧⲉϥⲙⲁⲁⲩ ⲁⲩⲱ ⲁϥϣⲗⲏⲗ ⲉϩⲣⲁⲓ ⲉⲡⲛⲟⲩⲧⲉ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲧⲉⲓϩⲉ,"After these things he set out and departed, and he took off the ring which was on his finger, and gave it to his mother, and he prayed to God in the following words, saying",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.04.conllu,1127,1186
ⲁⲩⲱ ϯϫⲟⲟⲩ ⲙⲙⲱⲧⲛ ⲛⲧϩⲉ ⲛϩⲉⲛⲉⲥⲟⲟⲩ ⲛⲧⲙⲏⲧⲉ ⲛϩⲉⲛⲟⲩⲱⲛϣ,and I send you out like sheep in the midst of wolves.,abraham/shenoute.abraham_CONLLU/YA535-540.conllu,888,910
ⲁⲩⲱ ⲡⲉϫⲉⲟⲩⲁ ⲉϥⲟ ⲛⲛⲁⲏⲧ,"And someone, having compassion, said,",AP/apophthegmata.patrum_CONLLU/AP.101.macarius.01.conllu,97,107
ⲉⲩϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲉⲩⲥⲙⲟⲩ ⲉⲛⲉϥⲡⲉⲧⲟⲩⲁⲁⲃ · ϩⲓⲧⲛⲧⲉⲭⲁⲣⲓⲥ · ⲙⲛⲧⲙⲛⲧⲙⲁⲓⲣⲱⲙⲉ ⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ · ⲡⲁⲓ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ ⲡⲉⲟⲟⲩ ⲛⲁϥ ⲙⲛⲡⲉϥⲉⲓⲱⲧ ⲛⲁⲅⲁⲑⲟⲥ ⲙⲛⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ϣⲁⲉⲛⲉϩ ⲛⲉⲛⲉϩ ·,"And they glorified God, and blessed His saints, through the grace and love to man of our Lord Jesus the Christ, to Whom be glory, and His Good Father, and the Holy Spirit, for ever and ever!",life-onnophrius/life.onnophrius_CONLLU/life.onnophrius.04.conllu,2261,2328
ⲁⲩⲱ ⲛⲧⲉⲣⲟⲩⲥⲙⲟⲩ ⲁⲩⲉⲓ ⲉⲃⲟⲗ ⲉⲡⲧⲟⲟⲩ ⲛⲛϫⲟⲉⲓⲧ,"When they had sung a hymn, they went out to the Mount of Olives.",sahidica.mark/sahidica.mark_CONLLU/Mark_14.conllu,1181,1198
ⲡⲉϫⲁⲓ ⲛⲁϥ ϫⲉⲟⲩ ⲡⲉ ⲡⲧⲱϣ ⲙⲡⲉϥⲕⲁⲣⲡⲟⲥ ·,"And I said unto him, 'Of what kind was its fruit?'",mysteries-john/mysteries.john_CONLLU/mysteries.john.02.conllu,238,255
ϯⲥⲟⲟⲩⲛ ϫⲉⲛⲣⲙⲉⲓⲟⲟⲩⲉ ⲛⲧⲁⲩⲉⲓ ⲉⲃⲟⲗ ϩⲛⲛⲉⲧⲛⲃⲁⲗ ⲥⲉⲛⲁϣⲱⲡⲉ ⲛⲏⲧⲛ ⲛⲟⲩⲡⲩⲅⲏ ⲛⲟⲩϫⲁⲓ · ⲛⲥⲕⲁⲑⲁⲣⲓⲍⲉ ⲛⲛⲉⲧⲛⲥⲱⲙⲁ · ϩⲙⲡⲛⲟϭ ⲛϣⲁ ⲙⲡⲉⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ ⲡϩⲁⲅⲓⲟⲥ ⲃⲓⲕⲧⲱⲣ · ⲡⲁⲓ ⲉⲧⲛⲣϣⲁ ⲛⲁϥ ⲙⲡϩⲟⲟⲩ ·,"I know, however, that the tears which have come forth from your eyes shall become unto you a fountain of salvation, which shall cleanse your bodies on the day of the great festival of Saint Victor the General, whose festival we are celebrating this day.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.03.conllu,4867,4936
ϫⲉⲉⲕⲧⲙⲥⲱ ϯⲛⲁϩⲟⲧⲃⲉⲕ .,“If you don't drink I will kill you.”,AP/apophthegmata.patrum_CONLLU/AP.157.paphnutius.02.conllu,156,167
ⲁϥⲣⲓⲙⲉ ϩⲱⲱϥ ⲕⲁⲧⲁⲟⲩϣⲏ ⲟⲩϣⲏ ⲙⲡⲉϥⲁϩⲉ ⲧⲏⲣϥ ⲡⲁⲛⲧⲱⲥ ⲉⲛⲉϥⲉⲝⲟⲙⲟⲗⲟⲅⲉⲓ ⲛⲛⲉⲓϣⲁϫⲉ ·,"[yet] he wept night after night, and never ceased [from crying], and he freely acknowledged his sins in the following words,",john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,2788,2816
ⲛⲧⲉⲣⲟⲩⲁⲣⲭⲉⲓ ⲇⲉ ⲉⲧⲥⲩⲛⲁⲝⲓⲥ ϩⲛⲟⲩⲛⲟϭ ⲙⲫⲟⲃⲉⲣⲟⲛ · ⲉⲓⲥ ⲛⲉⲥϩⲁⲓ ⲁⲩⲧⲛⲛⲟⲟⲩⲥⲟⲩ ⲙⲡⲣⲣⲟ · ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ ⲛⲟⲩⲃⲉⲗⲉⲧⲁⲣⲓⲟⲥ ⲉⲡⲉϥⲣⲁⲛ ⲡⲉ ϩⲣⲟⲩⲙⲉⲛⲧⲓⲟⲥ · ⲛⲁⲓ ⲛⲧⲁⲛⲉⲡⲁⲣⲭⲟⲥ ⲛⲧϣⲟⲣⲡ ⲛϩⲣⲱⲙⲁⲛⲓⲁ ⲧⲛⲛⲟⲟⲩⲥⲟⲩ ⲛⲁϥ ·,"And when they had begun (to recite) the Communion Service with great solemnity and reverence, behold, certain letters which had been sent by the hand of the captain of the lightly armed skirmishing troops, who was called Roumentros, who had been sent by the eparch of the frontier of 'Romania', were delivered to the Emperor, and they contained the following message:",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.02.conllu,4385,4451
ⲉⲧⲃⲉⲟⲩ ⲕⲁⲡⲁⲧⲁ ⲙⲙⲟⲕ ⲟⲩⲁⲁⲕ ·,Why dost thou deceive thyself alone?,pseudo-ephrem/pseudo.ephrem_CONLLU/psephrem.asceticon.02.conllu,4385,4397
ⲉⲡϩⲁⲏ ⲇⲉ ⲛⲛⲁⲓ ⲧⲏⲣⲟⲩ ⁛— ⲥⲉⲛⲁⲧⲱⲟⲩⲛ ⲉϩⲣⲁⲓ ⲉϫⲱϥ ⲛⲥⲉⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟϥ ⲉⲡⲙⲟⲩ ⲛⲥⲉⲧⲁⲁϥ ⲉⲧⲟⲟⲧϥ ⲛⲟⲩϩⲏⲅⲉⲙⲱⲛ ϫⲉⲡⲓⲗⲁⲧⲟⲥ ⲛϥⲕⲣⲓⲛⲉ ⲙⲙⲟϥ ⲉⲧⲃⲏⲏⲧⲕ ⁛—,"And at length, after all these things, they shall rise up against Him, and they shall deliver Him over unto death, and they shall give Him into the hand of the Governor, that is to say, Pilate, an he shall judge Him for thy sake.",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.02.conllu,1174,1230
ⲁⲕϫⲣⲟ ⲉⲡⲁⲙⲁⲁⲏⲕ ⲛⲧϩⲉ ⲛⲓⲏⲥⲟⲩ ⲡϣⲏⲣⲉ ⲛⲛⲁⲩⲏ · ⲁⲩⲱ ⲕϫⲣⲟ ⲉⲡⲁⲙⲟⲣⲣⲁⲓⲟⲥ ⲛⲧϩⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⁛—,"Thou didst conquer Amalek like Joshua, the son of Nun, and thou didst conquer the Amorite like Israel.",life-pisentius/life.pisentius_CONLLU/life.pisentius.02.conllu,4944,4982
ⲉⲕϣⲁⲛⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟⲓ ⲟⲛ ⲱ ⲡⲁⲉⲓⲱⲧ · ⲟⲩⲛⲧⲁⲓ ⲡⲉⲧⲛⲁⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲓ :—,"If thou shalt deliver me over (to death), O my father, there existeth One Who will help me.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,2890,2913
ⲡⲕⲉⲥⲉⲉⲡⲉ ⲛⲛⲧⲉⲭⲛⲏⲧⲏⲥ ⲁⲩⲣϩⲟⲧⲉ ·,"And the other workmen were afraid,",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,7553,7565
ⲁⲛⲟⲛ ϩⲱⲱⲛ ⲛⲉⲓⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ ⲛⲉⲃⲓⲏⲛ · ⲉⲁⲛⲟⲛ · ⲟⲩⲕⲁϩ ⲙⲛⲟⲩⲕⲣⲙⲥ ⲙⲛⲉϣϥⲓ ⲉⲣⲟⲛ · ϣⲁⲡϣⲁϫⲉ ⲛⲛⲉⲛⲉⲣⲏⲩ ·,"And we, wretched and miserable creatures that we are, and made of dust and ashes, cannot bear even speech from each other.",pseudo-ephrem/pseudo.ephrem_CONLLU/psephrem.asceticon.02.conllu,2951,2989
ⲉⲧⲃⲏⲏⲧϥ ⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲙⲟⲕⲙⲉⲕ ⲉϥⲱⲧⲉ ⲉⲃⲟⲗ ⲙⲡⲧⲁⲙⲓⲟ ⲧⲏⲣϥ ⲉⲧϩⲓϫⲙⲡϩⲟ ⲙⲡⲕⲁϩ ⲧⲏⲣϥ ·,Because of Sin God meditated the blotting out of every created thing which was on the face of the whole earth.,pseudo-basil/pseudo.basil_CONLLU/pseudo.basil.temple.conllu,3003,3035
ⲁⲛϣⲗⲏⲗ ⲇⲉ ⲁⲛⲁⲥⲡⲁⲍⲉ ⲛⲛⲉⲛⲉⲣⲏⲩ ·,And we prayed and we kissed each other.,life-onnophrius/life.onnophrius_CONLLU/life.onnophrius.04.conllu,1919,1932
ⲡⲉϫⲉⲡⲇⲓⲁⲕⲱⲛⲟⲥ ⲛⲁⲥ ϫⲉⲙⲛⲧⲉ ⲗⲁⲁⲩ ⲛϩⲱⲃ ⲙⲛⲡⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ ⲛⲥⲁⲡⲁⲓ ⲙⲙⲁⲧⲉ ·,"nd the deacon said unto her, 'Hast thou any other business with the Archbishop besides this?'",pseudo-flavianus/pseudo.flavianus_CONLLU/psflavianus.encomium.02.conllu,2935,2958
ⲙⲛⲛⲥⲱⲥ ⲁϥϫⲟⲟⲩⲥ ⲉⲃⲟⲗ ⲙⲛⲛⲉⲥϣⲏⲣⲉ ⲉⲧⲉⲥⲡⲟⲗⲓⲥ ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ ·,"And afterwards he sent the woman away to her city with her children, in peace.",pseudo-flavianus/pseudo.flavianus_CONLLU/psflavianus.encomium.02.conllu,4471,4492
ⲁⲅⲱⲛⲓⲍⲉ ⲛⲁⲙⲉⲣⲁⲧⲉ · ϫⲉⲁⲡⲉⲟⲩⲟⲉⲓϣ ϩⲱⲛ ⲉϩⲟⲩⲛ · ⲁⲩⲱ ⲁⲛⲉϩⲟⲟⲩ ⲥⲃⲟⲕ ⲙⲛⲟⲩⲉⲓⲱⲧ ⲉϥϯⲥⲃⲱ ⲛⲛⲉϥϣⲏⲣⲉ · ⲙⲛⲟⲩϣⲏⲣⲉ ⲉϥⲥⲱⲧⲙ ⲛⲥⲁⲡⲉϥⲉⲓⲱⲧ ·,"Strive ye, O my beloved, for the time hath drawn nigh, and the days have diminished. The father no longer giveth instruction to his son, and the son hearkeneth not to his father.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.02.conllu,5708,5754
ⲁϣ ⲅⲁⲣ ⲡⲉⲧⲙⲟⲧⲛ ⲉϫⲟⲟⲥ ⲙⲡⲉⲧⲥⲏϭ ϫⲉⲧⲱⲟⲩⲛ ⲛⲅϥⲓⲡⲉⲕϭⲗⲟϭ ⲛⲅⲙⲟⲟϣⲉ ϫⲛⲉϫⲟⲟⲥ ϫⲉⲥⲉⲛⲁⲕⲁⲛⲉⲕⲛⲟⲃⲉ ⲛⲁⲕ ⲉⲃⲟⲗ,"Which is easier, to tell the paralytic, 'Your sins are forgiven;' or to say, 'Arise, and take up your bed, and walk?'",coptic-treebank/coptic.treebank_CONLLU/Mark_02.conllu,307,349
ⲁⲩⲱ ⲁⲩϣⲱⲡⲉ ⲧⲏⲣⲟⲩ ϩⲙⲡⲉϥⲟⲩⲉϩⲥⲁϩⲛⲉ ·,"and they all came into existence by his commandment,",abraham/shenoute.abraham_CONLLU/YA535-540.conllu,1787,1800
ⲟⲩϫⲡⲟ ⲡⲉ ⲛⲟⲩⲧⲁⲙⲓⲟ ⲁⲛ ⲡⲉ ·,He was produced and was not a creation.,coptic-treebank/coptic.treebank_CONLLU/psephrem.letter.conllu,2579,2589
ⲛⲉⲟⲩⲛϩⲉⲛϩⲓⲟⲙⲉ ⲇⲉ ⲁϩⲉⲣⲁⲧⲟⲩ ⲙⲡⲟⲩⲉ ⲉⲩϭⲱϣⲧ ⲉⲥⲛϩⲏⲧⲟⲩ ⲛϭⲓⲙⲁⲣⲓⲁ ⲧⲙⲁⲅⲇⲁⲗⲏⲛⲏ ⲁⲩⲱ ⲙⲁⲣⲓⲁ ⲧⲁⲡⲕⲟⲩⲉⲓ ⲛⲓⲁⲕⲱⲃⲟⲥ . ⲁⲩⲱ ⲧⲙⲁⲁⲩ ⲛⲓⲱⲥⲏ ⲙⲛⲥⲁⲗⲱⲙⲏ .,"There were also women watching from afar, among whom were both Mary Magdalene, and Mary the mother of James the less and of Joses, and Salome;",sahidica.mark/sahidica.mark_CONLLU/Mark_15.conllu,1473,1522
ⲧⲁⲩⲉⲡϫⲱⲕ ⲉⲣⲟⲓ ϩⲛⲟⲩⲙⲉ ϫⲉⲛⲓⲙ ⲡⲉ ⲡⲉⲓⲣⲱⲙⲉ · ⲁⲩⲱ ϯⲛⲁⲗⲩⲡⲏ ⲙⲙⲟⲕ ⲁⲛ ·,"Finally, but tell me in truth, who is this man, and I will trouble thee no more.'",life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,3902,3930
ϣⲓⲛⲉ ⲛⲥⲁⲡⲛⲟⲩⲧⲉ ⲛⲧⲉⲧⲛϣⲓⲛⲉ ⲛⲥⲁⲡⲉϥϩⲟ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ·,"Seek after God, seek ye His face at all times.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,6625,6642
ⲟⲩⲛϭⲟⲙ ⲅⲁⲣ ⲉⲧⲣⲉⲧⲛⲡⲣⲟⲫⲏⲧⲉⲩⲉ ⲧⲏⲣⲧⲛ ⲟⲩⲁ ⲟⲩⲁ ϫⲉⲉⲩⲉⲥⲃⲟ ⲧⲏⲣⲟⲩ ⲛⲥⲉⲥⲉⲡⲥⲱⲡⲟⲩ ⲧⲏⲣⲟⲩ .,"For you all can prophesy one by one, that all may learn, and all may be exhorted.",sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_14.conllu,1294,1323
ⲙⲁⲣⲛⲣⲡⲙⲉⲉⲩⲉ ⲛⲛⲉⲛⲧⲁϥϣⲟⲡⲟⲩ ⲉⲧⲃⲏⲏⲧⲛ ⲧⲏⲣⲟⲩ ·,Let us keep in remembrance all the things which He suffered for our sakes.,john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,4752,4772
ⲱ ⲡⲣⲉϥⲥⲟⲗⲥⲗ ⲙⲙⲉ ⲕⲁⲧⲁⲡϣⲁϫⲉ ⲙⲡⲣⲉϥⲯⲁⲗⲗⲉⲓ ⲇⲁⲇ · ϫⲉⲁⲡⲉⲕϣⲁϫⲉ ⲧⲁⲛϩⲟⲓ · ⲁⲡⲉⲕϣⲁϫⲉ ⲥⲗⲥⲱⲗⲧ ⁛—,"O thou true consoler, according to the words of the Psalmist David, 'Thy words give me life, thy words comfort me.'",life-pisentius/life.pisentius_CONLLU/life.pisentius.02.conllu,7189,7222
ϣⲁⲥϣⲱⲡⲉ ⲇⲉ ⲉⲩϣⲁⲛⲟⲩⲱⲙ · ϣⲁⲣⲉⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲣⲟⲉⲓⲥ ⲉⲧⲙⲕⲁⲧⲉⲩϭⲓϫ ⲉϫⲱⲣⲡ ⲉⲧⲁⲡⲥⲱⲧⲏⲣ ϩⲛϫⲏ · ⲉⲩⲣϩⲟⲧⲉ ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲛⲟⲛ ⲛⲓⲙ · ϫⲉⲉⲛⲁⲟⲩⲱⲙ ⲙⲛⲡⲛⲟⲩⲧⲉ ·,"And when they were eating, the Apostles watched that they might not let their hands touch those of the Saviour in the bowl, for they were afraid, and said, Who are we that we should eat with God?",pseudo-athanasius-discourses/pseudo.athanasius.discourses_CONLLU/matthew20.conllu,2681,2739
ⲡⲁⲓ ⲛⲧⲁϥⲕⲉⲗⲉⲩⲉ ⲉϣⲟⲣϣⲣ ⲛⲛⲉⲕⲕⲗⲏⲥⲓⲁ ⲕⲁⲧⲁⲙⲁ ⲁⲩⲱ ⲛⲉⲙⲛⲗⲁⲁⲩ ⲉϥⲉⲓⲣⲉ ⲙⲡϣⲙϣⲉ ⲉⲧⲟⲩⲁⲁⲃ ϩⲛⲟⲩⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛⲥⲁⲣⲁⲕⲟⲧⲉ ⲙⲁⲩⲁⲁϥ ⲉⲃⲟⲗ ϫⲉⲡⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ ⲡⲉⲧⲣⲟⲥ ⲡⲡⲉⲧⲟⲩⲁⲁⲃ · ⲉⲛϥϭⲱⲛⲧ ⲁⲛ ⲉϩⲟ ⲛⲣⲱⲙⲉ ·,"who gave the order to pull down the churches everywhere. And there was nothing which he did openly against the service of holiness in Rakote, because the Archbishop Peter, the holy man, did not regard the face of men,",pseudo-flavianus/pseudo.flavianus_CONLLU/psflavianus.encomium.02.conllu,1296,1361
ϫⲉⲛⲁⲓ ⲛⲉ ⲛⲛⲟⲩⲧⲉ ⲉⲧϯ ⲛⲁⲛ ⲙⲡⲉϫⲣⲟ ϩⲙⲡⲡⲟⲗⲉⲙⲟⲥ · ⲁⲩⲱ ⲛⲧⲱⲧⲛ ϩⲱⲧⲧⲏⲩⲧⲛ ⲛⲥⲉϣⲱⲡⲉ ⲛⲏⲧⲛ ⲛⲛⲁϣⲧⲉ · ⲉⲩϯϭⲟⲙ ⲛⲏⲧⲛ ⲙⲛⲡⲉⲥⲧⲣⲁⲧⲉⲩⲙⲁ ⲧⲏⲣϥ ·,"for these are the gods who give us victory in battle, and it is they who are the protectors of you yourselves, and they give strength unto you and unto the whole army.",coptic-treebank/coptic.treebank_CONLLU/martyrdom.victor.01.conllu,564,616
ⲁⲩⲱ ⲡⲉϫⲁⲥ ⲛⲁϥ . ϫⲉⲟⲩ ⲡⲉ ⲡⲁⲓ ⲡⲁϣⲏⲣⲉ ⲉⲧⲣⲉⲕⲉⲓ ϩⲱⲱⲕ ⲉⲡⲉⲓⲙⲁ ϩⲱⲥⲧⲉ ⲉⲧⲣⲉⲩⲕⲣⲓⲛⲉ ⲙⲙⲟⲕ ϩⲱⲱⲕ .,"And she said to him, “What is this, my son, that you come yourself to this place in order to be judged?",AP/apophthegmata.patrum_CONLLU/AP.001.n135.mother.conllu,193,233
ⲁⲥϣⲱⲡⲉ ⲇⲉ ⲛϫⲡϣⲟⲙⲧⲉ ⲛⲥⲟⲩϣⲙⲟⲩⲛ ⲛⲉⲡⲏⲡ · ⲁϥϣⲱⲛⲉ ⲉⲡⲉϩⲟⲩⲟ ·,"And it came to pass that at the third hour of the eighth day of the month Epeph he became very ill indeed, and he said unto me, 'I salute thee in the Lord, O my beloved brother.'",life-cyrus/life.cyrus_CONLLU/life.cyrus.02.conllu,1320,1344
ⲁⲩϯ ⲛⲁⲛ ⲛⲟⲩⲙⲛⲧϫⲡⲓⲏⲧ ⲙⲛⲟⲩⲙⲛⲧⲃⲁⲗϩⲏⲧ · ⲛⲁⲓ ⲉϣⲁⲩⲱϫⲛ · ⲛⲧⲕⲁⲕⲓⲁ ·,"There have been given unto us innocency of heart and simplicity, which are wont to blot out wickedness.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.02.conllu,4492,4519
[...] ⲉⲣϣⲁⲛⲧⲉⲕⲟⲩⲉⲣⲏⲧⲉ ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ ⲙⲙⲟⲕ ϣⲁⲁⲧⲥ ⲉⲃⲟⲗ ⲙⲙⲟⲕ ⲛⲁⲛⲟⲩⲥ ⲛⲁⲕ ⲉⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲡⲱⲛϩ ⲉⲕⲟ ⲛϭⲁⲗⲉ ⲉϩⲟⲩ ⲉⲣⲟⲥ ⲉⲣⲉⲟⲩⲉⲣⲏⲧⲉ ⲥⲛⲧⲉ ⲙⲙⲟⲕ ⲛⲥⲉⲛⲟϫⲕ ⲉⲧⲅⲉϩⲉⲛⲛⲁ,"If your foot causes you to stumble, cut it off. It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna, into the fire that will never be quenched--",sahidica.nt/sahidica.nt_CONLLU/41_Mark_09.conllu,1985,2041
ⲁϥⲟⲗⲟⲩ ⲉϩⲟⲩⲛ ⲉⲛⲁⲡⲟⲑⲩⲕⲏ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉϯⲛⲁⲕⲁⲁⲩ ϣⲁⲡⲕⲁⲓⲣⲱⲥ ⲉⲧⲉⲣⲉⲛⲉⲡⲣⲁⲅⲙⲁⲧⲉⲩⲧⲏⲥ ⲛⲧⲡⲁⲗⲁⲓⲥϯⲛⲏ ⲛⲏⲩ ⲙⲡⲁⲉⲓⲱⲧ ⲧⲉ ⲣⲟⲙⲡⲉ · ⲧⲁⲧⲁⲁⲩ ⲉⲃⲟⲗ · ⲛⲧⲁϫⲓⲛϩⲉⲛⲛⲟϭ ⲛⲭⲣⲏⲙⲁ ϩⲁⲣⲟⲟⲩ ·,"And he had it carried into storehouses, saying, 'I will keep it until the time when the merchants of Palestine come [to visit] my father this year, and I will give it to them, and will take in exchange from them much goods,'",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.03.conllu,8516,8578
ⲁⲙⲟⲩ ⲉⲡⲉⲥⲏⲧ ϩⲓϫⲛⲡⲉⲥⲧⲁⲩⲣⲟⲥ ⲛⲅⲛⲁϩⲙⲕ,"save yourself, and come down from the cross!'",sahidica.mark/sahidica.mark_CONLLU/Mark_15.conllu,1043,1056
