Coptic,English,File Path,Start Line,End Line
ⲁⲩⲱ ⲇⲉ ⲛⲧⲉⲣⲉϥⲱⲕⲙ ⲉϫⲙⲡϣⲁϫⲉ ⲁϥⲃⲱⲕ ⲉϥⲙⲟⲕϩ ⲛϩⲏⲧ ⲛⲉ ⲛⲁϣⲉⲛϭⲟⲟⲙ ⲅⲁⲣ ⲉⲧⲉⲟⲩⲛⲧⲁϥ ⲥⲟⲩ .,"But his face fell at that saying, and he went away sorrowful, for he was one who had great possessions.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,840,870
ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ ⲛⲧⲉⲣⲉϥⲕⲧⲉⲓⲁⲧϥ ⲡⲉϫⲁϥ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ϫⲉϥⲙⲟⲕϩ ⲛⲛⲉⲧⲉⲟⲩⲛⲧⲟⲩ ⲭⲣⲏⲙⲁ ⲙⲙⲁⲩ ⲉⲧⲣⲉⲩⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ .,"Jesus looked around, and said to his disciples, 'How difficult it is for those who have riches to enter into the Kingdom of God!'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,875,915
ⲙⲙⲁⲑⲏⲧⲏⲥ ⲇⲉ ⲁⲩϣⲧⲟⲣⲧⲣ ⲉϫⲛⲛⲉϥϣⲁϫⲉ . ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲁϥⲟⲩⲱϣⲃ ⲟⲛ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ . ϫⲉⲛⲁϣⲏⲣⲉ ⲉⲧⲃⲉⲟⲩ ⲥⲙⲟⲕϩ ⲛⲁⲩ ⲉⲧⲣⲉⲩⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ .,"The disciples were amazed at his words. But Jesus answered again, 'Children, how hard is it for those who trust in riches to enter into the Kingdom of God!",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,920,978
ⲥⲙⲟⲧⲛ ⲉⲧⲣⲉⲟⲩϭⲁⲙⲟⲩⲗ ⲃⲱⲕ ⲉⲃⲟⲗ ϩⲛⲧⲟⲩⲁⲧϥⲉ ⲛⲟⲩϩⲁⲙ ⲛⲧⲱⲡ ⲉϩⲟⲩⲉⲟⲩⲣⲙⲙⲁⲟ ⲉⲧⲣⲉϥⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ .,It is easier for a camel to go through a needle's eye than for a rich man to enter into the Kingdom of God.',sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,983,1023
ⲛⲧⲟⲟⲩ ⲇⲉ ⲁⲩϣⲧⲟⲣⲧⲣ ⲉⲡⲉϩⲟⲩⲟ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲁⲩⲱ ⲛⲓⲙ ⲡⲉ ⲉⲧⲛⲁϣⲱⲛϩ .,"They were exceedingly astonished, saying to him, 'Then who can be saved?'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1028,1058
ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲛⲧⲉⲣⲉϥϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉϩⲣⲁⲩ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉϩⲁϩⲧⲛⲣⲱⲙⲉ ⲛⲛⲉϣⲡⲁⲓϣⲱⲡⲉ . ⲁⲗⲗⲁ ϩⲁⲧⲉⲡⲛⲟⲩⲧⲉ ⲁⲛ . ⲟⲩⲛϭⲟⲙ ⲅⲁⲣ ⲉϩⲱⲃ ⲛⲓⲙ ϩⲁⲧⲉⲡⲛⲟⲩⲧⲉ .,"Jesus, looking at them, said, 'With men it is impossible, but not with God, for all things are possible with God.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1063,1108
ⲁϥⲁⲣⲭⲓ ⲇⲉ ⲛϭⲓⲡⲉⲧⲣⲟⲥ ⲉϫⲟⲟⲥ ⲛⲁϥ ϫⲉⲉⲓⲥϩⲏⲏⲧⲉ ⲁⲛⲟⲛ ⲁⲛⲕⲁⲛⲕⲁ ⲛⲓⲙ ⲛⲥⲱⲛ ⲁⲩⲱ ⲁⲛⲟⲩⲁϩⲛ ⲛⲥⲱⲕ .,"Peter began to tell him, 'Behold, we have left all, and have followed you.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1113,1151
ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉϩⲁⲙⲏⲛ ϯϫⲱ ⲙⲙⲟⲥ ⲛⲏⲧⲛ ⲙⲙⲛⲗⲁⲁⲩ ⲉⲁϥⲕⲁⲏⲉⲓ ⲛⲥⲱϥ . ⲏ ⲥⲟⲛ ⲏ ⲥⲱⲛⲉ ⲏ ⲙⲁⲁⲩ ⲏ ⲉⲓⲱⲧ ⲏ ϣⲏⲣⲉ ⲏ ⲥⲱϣⲉ ⲉⲧⲃⲏⲧ ⲁⲩⲱ ⲉⲧⲃⲉⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ .,"Jesus said, 'Most certainly I tell you, there is no one who has left house, or brothers, or sisters, or father, or mother, or wife, or children, or land, for my sake, and for the sake of the Good News,",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1156,1209
ⲉⲛϥⲛⲁϫⲓⲧⲟⲩ ⲁⲛ ⲛϣⲉ ⲛⲕⲱⲃ ⲧⲉⲛⲟⲩ ϩⲙⲡⲉⲓⲟⲩⲟⲉⲓϣ ϩⲉⲛⲏⲓ ⲙⲛϩⲉⲛⲥⲟⲛ ⲙⲛϩⲉⲛⲥⲱⲛⲉ ⲛⲙϩⲉⲛⲙⲁⲁⲩ ⲛⲙϩⲉⲛϣⲏⲣⲉ ⲙⲛϩⲉⲛⲥⲱϣⲉ ϩⲓϩⲉⲛⲇⲓⲱⲅⲙⲟⲥ ⲁⲩⲱ ⲟⲩⲱⲛϩ ϣⲁⲉⲛⲉϩ ϩⲙⲡⲁⲓⲱⲛ ⲉⲧⲛⲏⲩ .,"but he will receive one hundred times more now in this time, houses, brothers, sisters, mothers, children, and land, with persecutions; and in the age to come eternal life.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1214,1274
ⲟⲩⲛϩⲁϩ ⲇⲉ ⲛϣⲟⲣⲡ ⲛⲁⲣϩⲁⲉ ⲁⲩⲱ ⲛⲧⲉⲛϩⲁⲉⲟⲩ ⲣϣⲟⲣⲡ .,But many who are first will be last; and the last first.',sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1279,1295
ⲛⲉ ⲟⲩⲙⲟⲟϣⲉ ⲇⲉ ϩⲛⲧⲉϩⲓⲏ ⲉⲩⲛⲁ ⲉϩⲣⲁⲓ ⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲛⲉⲣⲉⲓⲏⲥⲟⲩⲥ ⲇⲉ ϩⲓϩⲏ ⲙⲙⲟⲟⲩ ⲛⲉⲧⲟⲩⲏϩ ⲇⲉ ⲛⲥⲱϥ ⲁⲧϩⲟⲧⲉ ϫⲓⲧⲟⲩ ⲁⲩⲱ ⲁϥⲙⲟⲩⲧⲉ ⲟⲛ ⲉⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲁϥⲁⲣⲭⲓ ⲛϫⲱ ⲉⲣⲟⲟⲩ ⲛⲛⲉⲧⲛⲁϣⲱⲡⲉ ⲙⲙⲟϥ,"They were on the way, going up to Jerusalem; and Jesus was going in front of them, and they were amazed; and those who followed were afraid. He again took the twelve, and began to tell them the things that were going to happen to him.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1300,1366
ϫⲉⲉⲓⲥϩⲏⲏⲧⲉ ⲉⲛⲛⲁ ⲉϩⲣⲁⲓ ⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ . ⲁⲩⲱ ⲡϣⲏⲣⲉ ⲙⲡⲣⲱⲙⲉ ⲥⲉⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟϥ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲙⲛⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲛⲥⲉⲧϭⲁⲓⲟϥ ⲉⲡⲙⲟⲩ . ⲁⲩⲱ ⲥⲉⲛⲁⲧⲁⲁϥ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛϩⲉⲑⲛⲟⲥ,"Behold, we are going up to Jerusalem. The Son of Man will be delivered to the chief priests and the scribes. They will condemn him to death, and will deliver him to the Gentiles.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1371,1433
ⲛⲥⲱⲃⲉ ⲛⲥⲱϥ ⲛⲥⲉⲛϫⲧⲁϥ ⲉϩⲟⲩⲛ ⲉϩⲣⲁϥ . ⲛⲥⲉⲙⲁⲥⲧⲓⲅⲟⲩ ⲙⲙⲟϥ ⲛⲥⲉⲙⲟⲟⲩⲧϥ . ⲁⲩⲱ ⲙⲛⲛⲥⲁϣⲟⲙⲛⲧ ⲛϩⲟⲟⲩ ϥⲛⲁⲧⲱⲟⲩⲛ,"They will mock him, spit on him, scourge him, and kill him. On the third day he will rise again.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1438,1477
ⲁⲩⲱ ⲁⲩϯⲡⲉⲩⲟⲩⲟⲉⲓ ⲉⲣⲟϥ ⲛϭⲓⲓⲁⲕⲱⲃⲟⲥ ⲛⲙⲓⲱϩⲁⲛⲛⲏⲥ ⲡϣⲏⲣⲉ ⲥⲛⲁⲩ ⲛⲍⲉⲃⲉⲇⲁⲓⲟⲥ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲡⲥⲁϩ ⲧⲛⲟⲩⲱϣ ϫⲉⲕⲁⲁⲥⲡⲉⲧⲛⲁⲁⲓⲧⲉⲓ ⲙⲙⲟⲕ ⲙⲙⲟϥ ⲛⲅⲁⲁϥ ⲛⲁⲛ .,"James and John, the sons of Zebedee, came near to him, saying, 'Teacher, we want you to do for us whatever we will ask.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1482,1542
ⲛⲧⲟϥ ⲇⲉ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲟⲩ ⲡⲉⲧⲉⲧⲛⲟⲩⲁϣϥ ⲉⲧⲣⲁⲁⲁϥ ⲛⲏⲧⲛ .,"He said to them, 'What do you want me to do for you?'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1547,1573
ⲛⲧⲟⲟⲩ ⲇⲉ ⲡⲉϫⲁⲩ ⲛⲁϥ ϫⲉⲙⲁ ⲛⲁⲛ ϫⲉⲕⲁⲁⲥⲉⲣⲉⲟⲩⲁ ⲙⲙⲟⲛ ϩⲙⲟⲟⲥ ⲛⲥⲁⲟⲩⲛⲁⲙ ⲙⲙⲟⲕ ⲁⲩⲱ ⲕⲉⲟⲩⲁ ⲛⲥⲁϩⲃⲟⲩⲣ ⲙⲙⲟⲕ ϩⲙⲡⲉⲕⲉⲟⲟⲩ,"They said to him, 'Grant to us that we may sit, one at your right hand, and one at your left hand, in your glory.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1578,1619
ⲇⲉ ⲓⲏⲥⲟⲩⲥ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲉⲧⲉⲧⲛⲁⲓⲧⲉⲓ ⲛⲟⲩ . ⲡⲁⲡⲟⲧ ⲁⲛⲟⲕ ⲉⲧⲓⲛⲁⲥⲟⲟϥ . ⲧⲉⲧⲛⲛⲁϣⲥⲟⲟϥ ⲡⲃⲁⲡⲧⲓⲥⲙⲁ ⲉⲧⲓⲛⲁⲃⲁⲡⲧⲓⲍⲉ ⲛϩⲏⲧϥ ⲧⲉⲧⲛⲛⲁϣϫⲓⲧϥ .,"But Jesus said to them, 'You don't know what you are asking. Are you able to drink the cup that I drink, and to be baptized with the baptism that I am baptized with?'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1624,1681
ⲛⲧⲟⲟⲩ ⲇⲉ ⲡⲉϫⲁⲩ ⲛⲁϥ ϫⲉⲥⲉ . ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲡⲁⲡⲟⲧ ⲙⲉⲛ ⲉϯⲛⲁⲥⲟⲟϥ ⲧⲉⲧⲛⲁⲥⲟⲟϥ . ⲁⲩⲱ ⲡⲃⲁⲡⲧⲓⲥⲙⲁ ⲉϯⲛⲁϫⲓⲧϥ ⲧⲉⲧⲛⲛⲁϫⲓⲧϥ .,"They said to him, 'We are able.' Jesus said to them, 'You shall indeed drink the cup that I drink, and you shall be baptized with the baptism that I am baptized with;",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1686,1739
ⲉϩⲙⲟⲟⲥ ⲇⲉ ⲛⲥⲁⲟⲩⲛⲁⲙ ⲙⲙⲟⲓ ⲏ ⲥⲁϩⲃⲟⲩⲣ ⲙⲙⲟⲓ ⲙⲡⲱⲓ ⲁⲛ ⲡⲉ ⲉⲧⲁⲁϥ . ϩⲉⲛⲕⲟⲟⲩⲉ ⲛⲉ ⲛⲧⲁⲩⲥⲃⲧⲱⲧϥ ⲛⲁⲩ .,"but to sit at my right hand and at my left hand is not mine to give, but for whom it has been prepared.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1744,1782
ⲁⲩⲱ ⲛⲧⲉⲣⲟⲩⲥⲱⲧⲙ ⲛϭⲓⲡⲙⲏⲧ ⲁⲩⲁⲣⲭⲓ ⲛϭⲛⲁⲧ ⲉⲧⲃⲉⲓⲁⲕⲱⲃⲟⲥ ⲛⲙⲓⲱϩⲁⲛⲛⲏⲥ,"When the ten heard it, they began to be indignant towards James and John.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1787,1808
ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲙⲟⲩⲧⲉ ⲉⲣⲟⲟⲩ ⲛϭⲓⲓⲏⲥⲟⲩⲥ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲧⲉⲧⲛⲥⲟⲟⲩⲛ ϫⲉⲛⲉⲧϫⲱ ⲙⲙⲟⲥ ϫⲉⲥⲉⲟ ⲛⲁⲣⲭⲱⲛ ⲉⲛϩⲉⲑⲛⲟⲥ ⲥⲉⲟ ⲙⲡⲉⲩϫⲟⲉⲓⲥ ⲁⲩⲱ ⲛⲉⲩⲛⲟϭ ⲥⲉⲟ ⲛⲧⲉⲩⲉⲝⲟⲩⲥⲓⲁ .,"Jesus summoned them, and said to them, 'You know that they who are recognized as rulers over the nations lord it over them, and their great ones exercise authority over them.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1813,1871
ⲛ ⲧⲁⲓ ⲇⲉ ⲁⲛ ⲧⲉ ⲧϩⲉ ⲛϩⲏⲧⲧⲏⲩⲧⲛ . ⲁⲗⲗⲁ ⲡⲉⲧⲛⲁⲟⲩⲱϣ ⲉⲣⲛⲟϭ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲉϥⲛⲁⲇⲓⲁⲕⲟⲛⲉⲓ ⲛⲏⲧⲛ .,"But it shall not be so among you, but whoever wants to become great among you shall be your servant.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1876,1908
ⲁⲩⲱ ⲡⲉⲧⲛⲁⲟⲩⲱϣ ⲉⲣϣⲟⲣⲡ ⲛϩⲏⲧⲧⲏⲩⲧⲛ . ⲉϥⲛⲁⲣϩⲙϩⲁⲗ ⲛⲏⲧⲛ ⲧⲏⲣⲧⲛ,"Whoever of you wants to become first among you, shall be bondservant of all.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1913,1936
ⲕⲁⲓ ⲅⲁⲣ ⲡϣⲏⲣⲉ ⲙⲡⲣⲱⲙⲉ ⲛⲧⲁϥⲉⲓ ⲁⲛ ⲉⲧⲣⲉⲩⲇⲓⲁⲕⲟⲛⲉⲓ ⲛⲁϥ ⲁⲗⲗⲁ ⲉⲧⲣⲉϥⲇⲓⲁⲕⲟⲛⲉⲓ . ⲁⲩⲱ ⲛϥϯ ⲛⲧⲉϥⲯⲩⲭⲏ ⲛⲥⲱⲧⲉ ϩⲁⲟⲩⲙⲏⲏϣⲉ .,"For the Son of Man also came not to be served, but to serve, and to give his life as a ransom for many.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1941,1987
ⲁⲩⲱ ⲉϥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲛϩⲓⲉⲣⲓⲭⲱ ⲙⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⲁⲩⲱ ⲟⲩⲛⲟϭ ⲙⲙⲏⲏϣⲉ . ⲃⲁⲣⲧⲓⲙⲁⲓⲟⲥ ⲉⲩⲃⲗⲗⲉ ⲡⲉ ⲡϣⲏⲣⲉ ⲛⲧⲓⲙⲁⲓⲟⲥ ⲛⲉϥϩⲙⲟⲟⲥ ⲉϩⲣⲁⲓ ϩⲁⲧⲉⲧⲉϩⲓⲏ ⲉϥϫⲓⲙⲛⲧⲛⲁ .,"They came to Jericho. As he went out from Jericho, with his disciples and a great multitude, the son of Timaeus, Bartimaeus, a blind beggar, was sitting by the road.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1992,2039
ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲥⲱⲧⲙ ϫⲉⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲡⲛⲁⲍⲁⲣⲁⲓⲟⲥ . ⲁϥⲁⲣⲭⲉⲓ ⲛϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲓⲏⲥⲟⲩⲥ ⲡϣⲏⲣⲉ ⲛⲇⲁⲩⲉⲓⲇ . ⲛⲁ ⲛⲁⲓ .,"When he heard that it was Jesus the Nazarene, he began to cry out, and say, 'Jesus, you son of David, have mercy on me!'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2044,2086
ⲁⲩⲱ ⲁⲩⲛⲟϣⲡϥ ⲛϭⲓⲟⲩⲙⲏⲏϣⲉ ϫⲉⲉϥⲉⲕⲁⲣⲱϥ ⲛⲧⲟϥ ⲇⲉ ⲛϩⲟⲩⲟ ⲁϥϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡϣⲏⲣⲉ ⲛⲇⲁⲩⲉⲓⲇ ⲛⲁ ⲛⲁⲓ,"Many rebuked him, that he should be quiet, but he cried out much more, 'You son of David, have mercy on me!'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2091,2135
ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲁϩⲉⲣⲁⲧϥ ⲛϭⲓⲓⲏⲥⲟⲩⲥ ⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲛⲁⲩ ⲉⲧⲣⲉⲩⲙⲟⲩⲧⲉ ⲉⲣⲟϥ . ⲁⲩⲱ ⲁⲩⲙⲟⲩⲧⲉ ⲉⲡⲃⲗⲗⲉ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲧⲱⲕ ⲛϩⲏⲧ ⲧⲱⲟⲩⲛ ϥⲙⲟⲩⲧⲉ ⲉⲣⲟⲕ .,"Jesus stood still, and said, 'Call him.' They called the blind man, saying to him, 'Cheer up! Get up. He is calling you!'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2140,2198
ⲛⲧⲟϥ ⲇⲉ ⲁϥⲛⲉϫⲛⲉϥϩⲟⲓⲧⲉ ⲉⲃⲟⲗ ⲙⲙⲟϥ ⲁϥⲧⲱⲟⲩⲛϥ ⲛⲧⲉⲩⲛⲟⲩ ⲁϥⲉⲓ ⲉⲣⲁⲧϥ ⲛⲓⲏⲥⲟⲩⲥ .,"He, casting away his cloak, sprang up, and came to Jesus.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2203,2234
ⲁϥⲟⲩⲱϣⲃ ⲇⲉ ⲛⲁϥ ⲛϭⲓⲓⲏⲥⲟⲩⲥ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲟⲩ ⲡⲉⲧⲕⲟⲩⲁϣϥ ⲉⲧⲣⲁⲁⲁϥ ⲛⲁⲕ . ⲡⲃⲗⲗⲉ ⲇⲉ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉϩⲣⲁⲃⲃⲟⲩⲛⲉⲓ ⲉⲓⲟⲩⲱϣ ⲛⲁⲩ ⲉⲃⲟⲗ .,"Jesus asked him, 'What do you want me to do for you?' The blind man said to him, 'Rhabboni, that I may see again.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2239,2295
ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲃⲱⲕ ⲧⲉⲕⲡⲓⲥⲧⲓⲥ ⲁⲥⲛⲁϩⲙⲉⲕ . ⲛⲧⲉⲩⲛⲟⲩ ⲇⲉ ⲁϥⲛⲁⲩ ⲉⲃⲟⲗ ⲁϥⲟⲩⲁϩϥ ⲛⲥⲱϥ ϩⲛⲧⲉϩⲓⲏ .,"Jesus said to him, 'Go your way. Your faith has made you well.' Immediately he received his sight, and followed Jesus in the way.",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,2300,2339
ⲁⲩⲱ ⲛⲧⲉⲣⲟⲩϩⲱⲛ ⲉϩⲟⲩⲛ ⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲉⲃⲏⲧⲫⲁⲅⲏ ⲙⲛⲃⲏⲑⲁⲛⲓⲁ . ϩⲁϩⲧⲉⲡⲧⲟⲟⲩ ⲛⲛϫⲟⲉⲓⲧ ⲁϥϫⲉⲩⲥⲛⲁⲩ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ,"When they drew near to Jerusalem, to Bethsphage and Bethany, at the Mount of Olives, he sent two of his disciples,",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,5,38
ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲧⲕⲱⲙⲏ ⲉⲧϩⲙⲡⲉⲧⲛⲙⲧⲟ ⲉⲃⲟⲗ ⲁⲩⲱ ⲛⲧⲉⲩⲛⲟⲩ ⲉⲧⲉⲧⲛⲛⲁⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲣⲟⲥ ⲧⲉⲧⲛⲛⲁϩⲉ ⲉⲩⲥⲏϭ ⲉϥⲙⲏⲣ ⲉⲙⲡⲁⲧⲉⲗⲁⲁⲩ ⲛⲣⲱⲙⲉ ϩⲙⲟⲟⲥ ϩⲓϫⲱϥ ⲃⲟⲗϥ ⲛⲧⲉⲧⲛⲛⲧϥ,"and said to them, 'Go your way into the village that is opposite you. Immediately as you enter into it, you will find a young donkey tied, on which no one has sat. Untie him, and bring him.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,43,108
ⲁⲩⲱ ⲉⲣϣⲁⲛⲗⲁⲁⲩ ϣⲁϫⲉ ⲛⲙⲙⲏⲧⲛ ϫⲉⲉⲧⲉⲧⲛⲛⲁⲣ ⲟⲩ ⲙⲡⲁⲓ ⲁϫⲓⲥ ϫⲉⲡϫⲟⲉⲓⲥ ⲡⲉⲧⲧⲁϩⲉ ⲛⲁϥ . ⲁⲩⲱ ⲟⲛ ⲛⲧⲉⲩⲛⲟⲩ ϥⲛⲁⲧⲛⲛⲟⲟⲩϥ ⲟⲛ ⲉⲡⲉⲓⲙⲁ,"If anyone asks you, 'Why are you doing this?' say, 'The Lord needs him;' and immediately he will send him back here.'",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,113,158
ⲁⲩⲃⲱⲕ ⲇⲉ ⲁⲩⲱ ⲁⲩϩⲉ ⲉⲡⲥⲏϭ ⲉϥⲙⲏⲣ ⲉⲩⲣⲟ ϩⲙ ⲡϩⲓⲣ ⲁⲩⲱ ⲁⲩⲃⲟⲗϥ,"They went away, and found a young donkey tied at the door outside in the open street, and they untied him.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,163,194
ϩⲟⲓⲛⲉ ⲇⲉ ⲛⲛⲉⲧⲁϩⲉⲣⲁⲧⲟⲩ ϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ⲡⲉϫⲁⲩ ⲛⲁⲩ ϫⲉⲉⲧⲉⲧⲛⲣ ⲟⲩ ⲉⲧⲉⲧⲛⲃⲱⲗ ⲙⲡⲥⲏϭ .,"Some of those who stood there asked them, 'What are you doing, untying the young donkey?'",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,199,235
ⲛⲧⲟⲟⲩ ⲇⲉ ⲁⲩϣⲁϫⲉ ⲛⲙⲙⲁⲩ ⲕⲁⲧⲁⲧϩⲉ ⲉⲛⲧⲁⲓⲏⲥⲟⲩⲥ ϫⲟⲟⲥ ⲛⲁⲩ ⲁⲩⲱ ⲁⲩⲕⲁⲁⲩ .,"They said to them just as Jesus had said, and they let them go.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,240,269
ⲁⲩⲛ ⲡⲥⲏϭ ⲇⲉ ⲉⲣⲁⲧϥ ⲛⲓⲏⲥⲟⲩⲥ ⲁⲩⲡⲣϣⲛⲉⲩϩⲟⲓⲧⲉ ϩⲓϫⲱϥ ⲁϥϩⲙⲟⲟⲥ ϩⲓϫⲱϥ,"They brought the young donkey to Jesus, and threw their garments on it, and Jesus sat on it.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,274,303
ⲕⲉ ⲙⲏⲏϣⲉ ⲟⲛ ⲁⲩⲡⲣϣⲛⲉⲩϩⲟⲓⲧⲉ ϩⲛⲧⲉϩⲓⲏ ϩⲉⲛⲕⲟⲟⲩⲉ ⲇⲉ ⲁⲩϣⲱⲱⲧ ⲛϩⲉⲛⲕⲗⲁⲇⲟⲥ ϩⲛⲛⲥⲱϣⲉ .,"Many spread their garments on the way, and others were cutting down branches from the trees, and spreading them on the road.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,308,337
ⲁⲩⲱ ⲛⲉⲧϩⲓϩⲏ ⲙⲙⲟϥ ⲙⲛⲛⲉⲧⲟⲩⲏϩ ⲛⲥⲱϥ . ⲛⲉⲩϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ϫⲉⲱⲥⲁⲛⲛⲁ ϥⲥⲙⲁⲙⲁⲁⲧ ⲛϭⲓⲡⲉⲧⲛⲏⲩ ϩⲙⲡⲣⲁⲛ ⲙⲡϫⲟⲉⲓⲥ,"Those who went in front, and those who followed, cried out, 'Hosanna",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,342,382
